2017-12-11 10:09:32.895416,45,0.1,-10.5,{'900_032002752628': 3},0.0,0.21,f68306bb-68bd-41ee-b049-075f9ee7f4e7
2017-12-11 10:09:50.832128,46,0.1,-10.6,"{'900_032002752619': 2, '900_032002752628': 2}",0.1,0.02,76f3cd64-51a4-4cf8-92f6-33c6dec0a0ed
2017-12-11 10:09:53.207411,47,0.3,-10.4,"{'900_032002752624': 11, '900_032002752628': 4, '900_032002752619': 3}",0.0,28.79,a4b96a0f-236b-46c7-b7e8-4f6d6344694d
2017-12-11 10:38:55.170639,48,0.1,-16.6,{'900_032002752628': 3},0.1,0.02,b32e929e-80a2-442c-bed4-33b5b763c633
2017-12-11 10:38:58.505127,49,0.1,-14.1,{'900_032002752628': 5},0.0,0.03,14d39b1c-e453-4f59-bcfe-ba2fc3bb9965
2017-12-11 10:39:02.718684,50,0.1,-6.9,{'900_032002752628': 3},0.4,0.0,5f5b7f05-5e3c-4ffc-8392-4688902f0e47
2017-12-11 10:39:05.254109,51,0.1,60.5,{'900_032002752624': 4},0.1,0.01,c705bbfa-9939-49ca-b8d4-3aa2ebde492a
2017-12-11 10:39:09.807018,52,0.1,131.0,{'900_032002752624': 4},0.1,0.01,f12cfdd6-b386-4af9-ac26-0ef1121d8417
2017-12-11 10:39:14.636202,53,0.1,nan,{'900_032002752624': 3},0.0,0.03,02bae7ec-bb76-470c-9c7d-8e7823c4018d
2017-12-11 10:41:12.139534,54,0.1,132.0,"{'900_032002752619': 2, '900_032002752628': 1}",0.0,0.11,1363039b-1775-40e6-9f18-1a4a2ec19eec
2017-12-11 10:41:27.837719,55,0.3,95.7,"{'900_032002752619': 1, '900_032002752628': 16}",0.0,0.65,f47af4b2-547c-498e-82e3-1808cf1acb4b
2017-12-11 10:42:08.128093,56,0.1,332.4,"{'900_032002752619': 1, '900_032002752628': 7}",0.0,0.1,81befe27-7044-46c0-a995-f5ab9c048ebe
2017-12-11 10:42:30.279761,57,1.3,159.2,"{'900_032002752624': 33, '900_032002752619': 12, '900_032002752628': 31}",0.1,0.19,dd64fd42-ac30-4155-a1fa-1dbd4f95b311
2017-12-11 10:42:42.999774,58,1.1,136.3,"{'900_032002752619': 51, '900_032002752628': 12}",0.1,0.26,463c7ce7-d51c-4600-b1cf-e5a96d3a3001
2017-12-11 10:42:59.722137,59,0.4,510.6,"{'900_032002752624': 4, '900_032002752619': 8, '900_032002752628': 11}",0.1,0.12,96bf9e51-fafe-4d0d-a986-b8790fe7177c
2017-12-11 10:43:24.673889,60,0.1,146.1,{'900_032002752619': 3},0.0,3.49,a735700d-146f-4660-a9bb-56a95b650547
2017-12-11 10:50:52.886559,61,25.4,159.4,"{'900_032002752624': 252, 'No Tag': 1, '900_032002752628': 363, '900_032002752619': 123}",0.4,1.07,7560243c-60ef-49e0-8cad-347f8d4ff543
2017-12-11 10:51:59.177585,62,0.1,146.7,No Tag,0.0,0.03,802b28fe-7fcc-4b1a-9d4a-64be80496965
2017-12-11 10:52:07.979892,63,34.1,160.7,"{'No Tag': 1, '900_032002752619': 1, '900_032002752628': 3}",0.4,1.38,c6bc45cd-85e8-48dc-8877-c8bc76e8bdd2
2017-12-11 10:53:32.752877,64,18.7,159.9,"{'900_032002752628': 5, 'No Tag': 1}",0.4,0.75,6329dc10-cbca-4aa9-8d06-5bb8c8f108a2
2017-12-11 10:54:23.356623,65,1.6,160.2,"{'900_032002752624': 1, 'No Tag': 1}",0.2,0.13,0f22d67a-d036-4cd4-9989-d7623209d689
2017-12-11 10:54:32.122982,66,33.8,159.4,"{'900_032002752628': 9, 'No Tag': 1}",0.4,1.47,95dc2210-a857-414c-846f-e6d9b984c07b
2017-12-11 10:57:09.438369,67,0.3,160.4,No Tag,0.1,0.06,6e44efdd-36ff-4999-9e57-26720e7606e7
2017-12-11 10:57:18.356368,68,20.3,160.4,"{'900_032002752628': 3, 'No Tag': 1}",0.4,0.92,3bbc75c6-d9ba-4bcb-8c7b-840f6e64b911
2017-12-11 10:58:17.433194,69,2.7,153.9,"{'900_032002752628': 1, 'No Tag': 1}",0.3,0.17,db2f504e-8ccc-4658-be3a-fcac892f2a24
2017-12-11 10:58:28.648182,70,25.3,159.7,"{'900_032002752628': 23, 'No Tag': 1}",0.4,1.06,84960b87-e68d-4e4e-9b92-c14e8cf10556
2017-12-11 10:59:33.537579,71,86.2,160.3,"{'No Tag': 1, '900_032002752619': 1, '900_032002752628': 90}",0.5,3.06,76a8c75d-a5d2-4924-8857-4978f73cd078
2017-12-11 11:02:42.005061,72,36.4,160.5,"{'900_032002752628': 36, 'No Tag': 1}",0.5,1.34,d7fc6c8a-9c2f-4f31-b407-c0d8831f947b
2017-12-11 11:04:48.656182,73,0.1,134.0,No Tag,0.2,0.0,73f2b527-f1fc-4d13-b8fa-e6c085fc9587
2017-12-11 11:04:59.199453,74,15.1,161.7,No Tag,0.4,0.71,3406027a-200e-4083-8a8f-88ad5ba5bad4
2017-12-11 11:06:16.998830,75,11.2,161.9,No Tag,0.4,0.45,b86693a7-9d74-4688-bbf7-8d9073dd840c
2017-12-11 11:06:45.310052,76,0.1,145.7,No Tag,0.0,0.05,01d74ede-c9f3-4afd-babc-cbf4b27d265a
2017-12-11 11:07:35.672834,77,141.0,160.4,"{'900_032002752628': 84, 'No Tag': 1}",0.4,5.36,401bb634-5f86-4488-9b80-13a0761e7d0b
2017-12-11 11:13:31.560340,78,0.4,143.4,No Tag,0.1,0.1,6962ede4-64af-40b1-9047-f35d45cd37fc
2017-12-11 11:13:38.913036,79,0.1,160.4,No Tag,0.0,0.06,819645c2-5960-4251-a5bf-d15e6076fc31
2017-12-11 11:13:43.426841,80,0.2,203.4,No Tag,0.0,0.07,ae612182-bb47-48a6-aa21-3b45b9ed1516
2017-12-11 11:13:49.888129,81,44.1,160.6,"{'900_032002752628': 45, 'No Tag': 1}",0.4,1.78,f3060715-53eb-4f8e-bf83-8730b9e5a987
2017-12-11 11:15:37.892679,82,31.1,160.0,"{'900_032002752628': 37, 'No Tag': 1}",0.4,1.27,e76bc271-6453-4c2c-9a74-a4114c6b51c7
2017-12-11 11:17:05.977584,83,21.5,160.0,"{'900_032002752628': 25, 'No Tag': 1}",0.4,0.84,b3f715a4-a697-457d-8b7b-1c92a3d8ab0a
2017-12-11 11:18:00.789366,84,0.1,nan,No Tag,0.0,0.08,2c67991c-2d05-4c69-9154-5ec797009560
2017-12-11 11:18:15.411439,85,0.1,nan,{'900_032002752624': 3},0.0,0.16,79ed8287-72e0-430d-ae24-2e7c3b0c4d63
2017-12-11 11:18:31.364035,86,0.1,159.5,"{'900_032002752624': 1, 'No Tag': 1}",0.1,0.03,48701bf5-f451-4d13-911a-570ef7cec7ba
2017-12-11 11:18:34.410889,87,20.7,160.3,"{'900_032002752624': 11, 'No Tag': 1}",0.3,1.15,98ab3761-60fb-4087-b1c1-4064274061ac
2017-12-11 11:19:44.760571,88,0.1,168.2,No Tag,0.1,0.01,52fc57eb-07d5-4262-8bd5-2b658b830983
2017-12-11 11:19:49.353870,89,0.3,159.6,No Tag,0.1,0.07,de0a9be6-1e53-406b-aeff-dd45ea79b1c8
2017-12-11 11:19:54.608338,90,76.4,160.2,"{'900_032002752628': 64, 'No Tag': 1}",0.4,3.18,f5f0f1a8-be02-40d5-91a1-a8860bdf14b7
2017-12-11 11:23:06.945185,91,1.4,149.6,"{'900_032002752628': 4, 'No Tag': 1}",0.1,0.18,7f56e8ff-7ed9-490c-b9c6-c95de4164975
2017-12-11 11:23:19.621997,92,0.1,159.7,No Tag,0.0,0.05,12fb27a0-94f1-45c1-859b-7de73af78fc6
2017-12-11 11:23:27.122651,93,0.2,160.1,No Tag,0.0,0.1,ec1b2d81-b5f9-48e7-8c3b-188408148daf
2017-12-11 11:23:39.035888,94,16.6,160.3,"{'900_032002752624': 3, '900_032002752628': 16, 'No Tag': 1}",0.4,0.75,940e5b12-c0d7-4917-b472-e88da9546b29
2017-12-11 11:24:25.879917,95,9.4,160.3,"{'900_032002752628': 11, 'No Tag': 1}",0.3,0.5,d1d1fa4f-496d-40b3-9be6-f98c1ef049a5
2017-12-11 11:25:54.677590,96,0.2,133.9,No Tag,0.0,0.18,c7e0fab9-1ed9-44ca-9e2b-80946bb7187b
2017-12-11 11:26:07.199546,97,0.1,145.8,No Tag,0.0,0.23,2db837e6-372a-4b2e-a1f6-4e123743c003
2017-12-11 11:26:22.495268,98,0.1,512.4,"{'900_032002752619': 1, 'No Tag': 1}",0.0,0.06,dc77e6ff-58a1-4d70-9ed3-37c5981010f9
2017-12-11 11:26:34.390936,99,0.1,161.1,"{'900_032002752619': 3, 'No Tag': 1}",0.0,0.08,6562dcd5-43f8-4101-96ab-24efb597be46
2017-12-11 11:26:44.442586,100,0.1,161.1,{'900_032002752619': 4},0.0,0.13,51fd2e86-248c-43f5-afb7-5964c7adc9b2
2017-12-11 11:26:55.397611,101,0.1,336.8,"{'900_032002752619': 2, 'No Tag': 1}",0.0,0.17,a06571eb-8ec0-4824-b50a-ce569ae559f6
2017-12-11 11:27:07.315487,102,0.1,161.1,No Tag,0.1,0.01,c1a695df-736d-4c33-87df-809e499a765e
2017-12-11 11:27:09.468636,103,0.1,161.1,No Tag,0.0,0.02,323f9bae-aeea-4edf-98f4-0876621743f4
2017-12-11 11:29:20.292944,104,30.0,160.9,"{'No Tag': 1, '900_032002752628': 8, '900_032002752619': 4}",0.3,1.46,9333bd86-62a4-42be-a5fc-7f736c2d96c0
2017-12-11 11:33:56.187468,105,11.4,160.2,"{'900_032002752628': 5, 'No Tag': 1}",0.4,0.47,acd4a618-fd1b-468b-b89d-b1f3544de276
2017-12-11 11:34:25.602187,106,0.1,159.7,No Tag,0.0,0.03,a23c7470-813f-42a6-bcc1-7a96de341f76
2017-12-11 11:34:32.127475,107,0.6,151.1,"{'900_032002752628': 1, 'No Tag': 1}",0.1,0.08,bdc78d3a-d959-4420-8e3e-a6b90250ad8e
2017-12-11 11:34:38.135189,108,0.1,148.1,No Tag,0.0,0.71,57cef3fe-d2f6-45ea-8ba2-3a02857dc5ad
2017-12-11 11:35:43.981541,109,20.1,161.3,"{'No Tag': 1, '900_032002752628': 1, '900_032002752619': 1}",0.3,1.03,76f78dfd-2cd0-433c-abec-c7a5c9d17591
2017-12-11 11:36:46.552678,110,45.9,161.3,"{'No Tag': 1, '900_032002752628': 6, '900_032002752619': 7}",0.4,2.14,d5d653f9-c393-4afe-95c4-8409693bdfab
2017-12-11 11:38:55.869666,111,0.1,147.8,"{'900_032002752619': 1, 'No Tag': 1}",0.0,0.19,47c089ec-97a6-4d35-937e-52d47a2306de
2017-12-11 11:39:09.198893,112,0.5,148.2,"{'900_032002752619': 1, 'No Tag': 1}",0.1,0.07,4712e8b9-fbe5-4563-b5ef-c37c842b02f9
2017-12-11 11:39:14.622704,113,0.1,158.9,"{'900_032002752619': 1, 'No Tag': 1}",0.0,0.15,dc094d9f-bbb3-433b-b86e-365f7bb93195
2017-12-11 11:39:25.504637,114,11.7,160.0,"{'No Tag': 1, '900_032002752628': 12, '900_032002752619': 4}",0.3,0.57,bc511202-af0c-4fcf-aa2a-20a5e9c2ae24
2017-12-11 11:40:03.426636,115,5.1,161.1,"{'900_032002752619': 2, 'No Tag': 1}",0.1,1.14,ed4e1b06-d841-4312-b7f0-4fb63b8bfc86
2017-12-11 11:41:14.523478,116,0.2,513.9,No Tag,0.0,0.08,04c35cf4-7ba1-4875-831f-d3d1a1b39ffb
2017-12-11 11:41:21.008065,117,1.6,159.7,"{'900_032002752619': 1, 'No Tag': 1}",0.2,0.11,d838403f-ed6a-4417-bec8-b5f3b6ebfd0a
2017-12-11 11:41:28.899258,118,0.4,160.6,No Tag,0.1,0.09,3bc134c8-b5f5-45a4-a7a7-9d0281169cb6
2017-12-11 11:41:35.202864,119,6.4,161.3,"{'900_032002752619': 1, 'No Tag': 1}",0.2,0.45,484a2192-2ded-41c0-bdcc-06efb8cde2dd
2017-12-11 11:42:04.259401,120,0.1,nan,No Tag,0.0,0.24,99ea948f-edfa-47db-98af-152c846c071b
2017-12-11 11:42:20.602651,121,0.1,249.0,No Tag,0.0,0.07,4ba774ee-4524-4a8e-a092-04f9ab7d11c7
2017-12-11 11:42:26.355113,122,14.1,161.4,"{'900_032002752619': 1, 'No Tag': 1}",0.3,0.7,f9c0cfcf-a2ad-4825-a23d-c7e7730f6dcc
2017-12-11 11:43:09.999633,123,0.1,135.5,No Tag,0.0,0.05,fa727321-acb4-4e91-a456-5671139277dd
2017-12-11 11:44:45.770756,124,0.1,133.2,No Tag,0.0,0.04,eefc30b1-9028-4d14-8073-0978b0a79f65
2017-12-11 11:44:49.706952,125,0.1,152.1,"{'900_032002752624': 1, 'No Tag': 1}",0.0,0.04,886b2cb7-76b5-469b-9e98-1088099857ae
2017-12-11 11:45:06.174534,126,0.1,159.2,No Tag,0.1,0.02,682c9549-ee53-4b27-a625-71bd77863311
2017-12-11 11:45:13.846594,127,0.1,159.3,{'900_032002752624': 3},0.0,0.04,bedd1a69-692c-4d9d-b9ab-4cec40089e9f
2017-12-11 11:45:18.088403,128,0.1,510.9,"{'900_032002752624': 2, 'No Tag': 1}",0.0,0.04,9f8051ae-5ada-4e7e-b00c-c532a822529b
2017-12-11 11:45:22.496540,129,0.1,159.3,"{'900_032002752624': 2, 'No Tag': 1}",0.0,0.05,b1e41e21-e70b-4182-a635-d760946a03c8
2017-12-11 11:45:27.525441,130,0.1,159.4,"{'900_032002752624': 2, 'No Tag': 1}",0.0,0.1,1e822393-143b-4a2f-a251-502a95c3e1cc
2017-12-11 11:45:35.125812,131,0.5,159.5,"{'900_032002752624': 1, 'No Tag': 1}",0.1,0.17,a0b02d58-9cf5-43b0-b9b1-c5e5ea4f3ad1
2017-12-11 11:45:46.950079,132,0.4,157.2,No Tag,0.1,0.09,a404769e-a1dd-4950-9883-f113b0924492
2017-12-11 11:45:59.469623,133,34.5,160.9,"{'900_032002752624': 3, '900_032002752619': 1, 'No Tag': 1}",0.4,1.6,c0cbb06b-9396-4684-90a0-9970ce36cca1
2017-12-11 11:47:47.585456,134,6.4,161.0,"{'900_032002752619': 1, 'No Tag': 1}",0.4,0.29,b98f5f4d-f9bb-4831-90d0-dc87bc24dbd5
2017-12-11 11:48:17.103784,135,43.8,160.5,"{'900_032002752624': 1, '900_032002752619': 4, 'No Tag': 1}",0.4,1.9,331cee0e-1ca8-4e66-9fec-b00569dd574c
2017-12-11 11:50:11.879097,136,0.1,147.1,No Tag,0.0,0.05,6dcf2863-7181-4a6a-9766-780b07ec50ce
2017-12-11 11:50:45.277000,137,5.0,159.3,"{'900_032002752628': 7, 'No Tag': 1}",0.2,0.51,2a776e7e-5bd5-4296-8f72-819eb72a2e4c
2017-12-11 11:51:20.103341,138,2.6,160.7,"{'900_032002752628': 3, 'No Tag': 1}",0.3,0.13,9d27c258-eb17-47f1-8cc1-8fa8d05344c5
2017-12-11 11:53:27.606512,139,18.9,159.9,"{'900_032002752628': 22, 'No Tag': 1}",0.4,0.87,02a391f0-9719-4355-b449-042cb4be2e1d
2017-12-11 11:54:21.303803,140,33.2,160.0,"{'900_032002752628': 37, 'No Tag': 1}",0.4,1.35,d5b27fcd-e2af-49ab-9932-8409576b8321
2017-12-11 11:56:05.485325,141,12.0,159.9,"{'900_032002752628': 14, 'No Tag': 1}",0.4,0.5,0a85572f-9124-43fe-8220-8c4b3e6d920c
2017-12-11 11:56:37.009399,142,0.1,156.8,No Tag,0.1,0.01,1536e7bc-94bb-4af8-9d12-0c320562dc61
2017-12-11 11:56:39.592590,143,20.2,160.0,"{'900_032002752628': 23, 'No Tag': 1}",0.3,0.97,e5bf3467-3af7-419c-bae0-3bf128aefc81
2017-12-11 11:57:39.111848,144,0.1,146.9,No Tag,0.0,0.04,6469c8df-45c7-4507-9486-416c357fbd1e
2017-12-11 11:57:43.684979,145,20.9,160.6,"{'900_032002752628': 23, 'No Tag': 1}",0.4,0.88,feb5162d-2434-4f3d-9367-b81abc7f661b
2017-12-11 11:58:37.522247,146,4.7,161.7,"{'No Tag': 1, '900_032002752619': 1, '900_032002752628': 2}",0.1,0.57,a85ad73a-08e3-4bc3-b68c-262d3c57b9a5
2017-12-11 11:59:26.102667,147,0.1,161.7,{'900_032002752619': 5},0.0,0.25,53dda65d-d146-4263-8240-cbb6187d389b
2017-12-11 11:59:44.880975,148,0.1,557.3,"{'900_032002752619': 1, 'No Tag': 1}",0.0,0.03,b73aa7f0-d507-4797-a9c1-ac6cb7c0746b
2017-12-11 11:59:58.023750,149,0.1,nan,No Tag,0.0,0.08,ff2e4967-6fe5-4fa9-8f04-7b6541477cf2
2017-12-11 12:00:03.869454,150,0.1,161.6,No Tag,0.0,0.08,138427b4-c11c-4348-9593-f0fccef16f2f
2017-12-11 12:00:18.874400,151,0.1,161.8,"{'900_032002752619': 2, 'No Tag': 1}",0.0,0.21,75b0d1c7-2f5e-4131-9ef3-ac74b033855c
2017-12-11 12:00:41.759869,152,0.1,161.6,"{'900_032002752619': 2, 'No Tag': 1}",0.0,0.08,29eb6537-0662-4e2d-a7ed-2d984ac054a4
2017-12-11 12:00:50.232273,153,0.1,161.6,{'900_032002752619': 3},0.0,0.11,04c0d194-f368-45c4-a54e-295c85e981e3
2017-12-11 12:00:58.633645,154,0.1,161.6,No Tag,0.0,0.18,4513c613-d614-4977-a3df-c050ea763d89
2017-12-11 12:01:10.726061,155,0.1,161.5,No Tag,0.0,0.07,ebc97a79-9fab-441a-a182-13ceb94322f1
2017-12-11 12:01:19.634497,156,12.1,161.5,"{'900_032002752619': 5, 'No Tag': 1}",0.3,0.77,cfb0f7ec-c552-4c43-b37e-a14f1d5b3847
2017-12-11 12:02:07.222591,157,0.1,160.0,"{'900_032002752619': 1, 'No Tag': 1}",0.0,0.03,676b722d-754d-4e0f-a55a-6ff87ed943fe
2017-12-11 12:02:10.232870,158,1.9,160.6,"{'900_032002752619': 3, 'No Tag': 1}",0.2,0.16,e10e0f11-3b7a-4242-beb5-55e53b0ae80c
2017-12-11 12:02:31.055267,159,16.1,160.9,No Tag,0.4,0.64,651e42c6-f700-4a81-b41d-9e600878deb8
2017-12-11 12:03:10.432762,160,0.2,137.2,"{'900_032002752619': 2, 'No Tag': 1}",0.0,0.14,f740c49a-d5c9-4ee5-b9fc-920d7fed0bd8
2017-12-11 12:03:20.136829,161,0.1,160.7,No Tag,0.0,0.03,55536eae-fd73-4cf7-b772-a6776e5a690b
2017-12-11 12:03:23.355449,162,0.2,160.8,No Tag,0.1,0.03,08930bc2-6f6a-4c44-b74b-3fc605c723d6
2017-12-11 12:03:27.873979,163,0.1,160.7,"{'900_032002752619': 2, 'No Tag': 1}",0.0,0.06,b8a42b11-9b18-44ed-b73b-661f2e879571
2017-12-11 12:03:32.689403,164,0.1,151.2,No Tag,0.1,0.02,b2541fb6-ac45-4fdc-8991-94b72cbea80c
2017-12-11 12:03:37.522729,165,0.6,161.6,No Tag,0.1,0.16,b2357db5-5120-4938-b436-f039670ef937
2017-12-11 12:03:48.023705,166,0.6,506.4,No Tag,0.1,0.09,0b68ee55-4c00-453d-b411-c4bbb2153758
2017-12-11 12:03:55.173701,167,0.1,160.8,No Tag,0.1,0.02,f6ea2c23-a00d-4783-95fe-23d04e6e1996
2017-12-11 12:03:58.703090,168,13.5,160.9,"{'900_032002752619': 2, 'No Tag': 1}",0.3,0.72,456d1b1f-b9fc-41bf-b4b3-199a348614aa
2017-12-11 12:04:43.381291,169,51.6,161.2,"{'900_032002752624': 1, 'No Tag': 1}",0.4,2.04,a366768c-436f-4e62-ba5f-93f04ef73721
2017-12-11 12:06:48.348300,170,0.1,160.0,No Tag,0.0,0.05,58b7f723-5915-413d-9a52-12c1b6b16475
